Country,WHOREGION,FLUREGION,Year,Week,SDATE,EDATE,SPEC_RECEIVED_NB,SPEC_PROCESSED_NB,AH1,AH1N12009,AH3,AH5,ANOTSUBTYPED,INF_A,BYAMAGATA,BVICTORIA,BNOTDETERMINED,INF_B,ALL_INF,ALL_INF2,TITLE
Spain,European Region of WHO,South West Europe,2019,1,12/31/2018,1/6/2019,91,1113,0,146,82,0,271,499,0,0,3,3,502,82,Regional Outbreak
Spain,European Region of WHO,South West Europe,2019,2,1/7/2019,1/13/2019,157,1993,0,336,166,0,574,1076,0,0,3,3,1079,138,Regional Outbreak
Spain,European Region of WHO,South West Europe,2019,3,1/14/2019,1/20/2019,165,2946,0,598,386,0,894,1878,0,0,3,3,1881,110,Widespread Outbreak
Spain,European Region of WHO,South West Europe,2019,4,1/21/2019,1/27/2019,265,3610,0,629,522,0,1203,2354,0,0,1,1,2355,174,Widespread Outbreak
Spain,European Region of WHO,South West Europe,2019,5,1/28/2019,2/3/2019,201,3508,0,581,603,0,1149,2333,0,0,3,3,2336,89,Widespread Outbreak
Spain,European Region of WHO,South West Europe,2019,6,2/4/2019,2/10/2019,260,3608,0,511,670,0,1178,2359,0,0,5,5,2364,147,Widespread Outbreak
Spain,European Region of WHO,South West Europe,2019,7,2/11/2019,2/17/2019,228,2928,0,331,555,0,1034,1920,0,0,4,4,1924,122,Widespread Outbreak
Spain,European Region of WHO,South West Europe,2019,8,2/18/2019,2/24/2019,197,2406,0,249,488,0,729,1466,0,0,5,5,1471,117,Widespread Outbreak
Spain,European Region of WHO,South West Europe,2019,9,2/25/2019,3/3/2019,220,1736,0,173,360,0,328,861,0,0,1,1,862,117,Widespread Outbreak
Spain,European Region of WHO,South West Europe,2019,10,3/4/2019,3/10/2019,154,1350,0,74,278,0,278,630,0,0,8,8,638,100,No Report
Spain,European Region of WHO,South West Europe,2019,11,3/11/2019,3/17/2019,153,1024,0,64,175,0,169,408,0,0,7,7,415,105,No Report
Spain,European Region of WHO,South West Europe,2019,12,3/18/2019,3/24/2019,116,797,0,37,131,0,58,226,0,0,5,5,231,73,No Report
Spain,European Region of WHO,South West Europe,2019,13,3/25/2019,3/31/2019,90,617,0,28,67,0,49,144,0,0,0,0,144,79,No Report
Spain,European Region of WHO,South West Europe,2019,14,4/1/2019,4/7/2019,127,622,0,20,69,0,48,137,0,0,6,6,143,109,No Report
Spain,European Region of WHO,South West Europe,2019,15,4/8/2019,4/14/2019,103,526,0,10,34,0,22,66,0,0,3,3,69,98,No Report
Spain,European Region of WHO,South West Europe,2019,16,4/15/2019,4/21/2019,58,450,0,5,19,0,34,58,0,0,2,2,60,55,No Report
Spain,European Region of WHO,South West Europe,2019,17,4/22/2019,4/28/2019,71,358,0,4,13,0,14,31,0,0,2,2,33,68,No Report
Spain,European Region of WHO,South West Europe,2019,18,4/29/2019,5/5/2019,62,412,0,2,14,0,5,21,0,0,1,1,22,59,No Report
Spain,European Region of WHO,South West Europe,2019,19,5/6/2019,5/12/2019,51,205,0,2,14,0,3,19,0,0,1,1,20,46,No Report
Spain,European Region of WHO,South West Europe,2019,20,5/13/2019,5/19/2019,47,167,0,0,6,0,3,9,0,0,0,0,9,46,No Report
Spain,European Region of WHO,South West Europe,2019,21,5/20/2019,5/26/2019,52,237,0,1,5,0,4,10,0,0,1,1,11,50,No Report
Spain,European Region of WHO,South West Europe,2019,22,5/27/2019,6/2/2019,48,215,0,0,6,0,2,8,0,0,0,0,8,47,No Report
Spain,European Region of WHO,South West Europe,2019,23,6/3/2019,6/9/2019,55,166,0,0,2,0,3,5,0,0,0,0,5,54,No Report
Spain,European Region of WHO,South West Europe,2019,24,6/10/2019,6/16/2019,64,208,0,1,1,,1,3,0,0,0,0,3,64,No Report
Spain,European Region of WHO,South West Europe,2019,25,6/17/2019,6/23/2019,42,170,0,0,1,,0,1,0,0,0,0,1,42,No Report
Spain,European Region of WHO,South West Europe,2019,26,6/24/2019,6/30/2019,41,139,0,0,0,,0,0,0,0,0,0,0,42,No Report
Spain,European Region of WHO,South West Europe,2019,27,7/1/2019,7/7/2019,26,123,0,0,0,,0,0,0,0,0,0,0,26,No Report
Spain,European Region of WHO,South West Europe,2019,28,7/8/2019,7/14/2019,27,114,0,1,1,,0,2,0,0,0,0,2,27,No Report
Spain,European Region of WHO,South West Europe,2019,29,7/15/2019,7/21/2019,28,110,0,0,3,,0,3,0,0,0,0,3,28,No Report
Spain,European Region of WHO,South West Europe,2019,30,7/22/2019,7/28/2019,37,114,0,0,5,0,0,5,0,0,0,0,5,36,No Report
Spain,European Region of WHO,South West Europe,2019,31,7/29/2019,8/4/2019,34,120,0,0,0,,0,0,0,0,0,0,0,34,No Report
Spain,European Region of WHO,South West Europe,2019,32,8/5/2019,8/11/2019,21,93,0,0,2,,0,2,0,0,0,0,2,21,No Report
Spain,European Region of WHO,South West Europe,2019,33,8/12/2019,8/18/2019,17,66,0,0,0,,0,0,0,0,0,0,0,17,No Report
Spain,European Region of WHO,South West Europe,2019,34,8/19/2019,8/25/2019,24,64,0,0,1,,0,1,0,0,0,0,1,34,No Report
Spain,European Region of WHO,South West Europe,2019,35,8/26/2019,9/1/2019,40,125,0,2,0,0,1,3,0,0,0,0,3,39,No Report
Spain,European Region of WHO,South West Europe,2019,36,9/2/2019,9/8/2019,35,80,0,1,0,,0,1,0,0,0,0,1,35,No Report
Spain,European Region of WHO,South West Europe,2019,37,9/9/2019,9/15/2019,36,112,0,3,2,,0,5,0,0,1,1,6,36,No Report
Spain,European Region of WHO,South West Europe,2019,38,9/16/2019,9/22/2019,35,112,0,2,1,,0,3,0,0,0,0,3,35,No Report
Spain,European Region of WHO,South West Europe,2019,39,9/23/2019,9/29/2019,44,67,0,0,1,,0,1,0,0,0,0,1,44,No Report
Spain,European Region of WHO,South West Europe,2019,40,9/30/2019,10/6/2019,43,170,0,0,1,,0,1,0,0,0,0,1,43,No Report
Spain,European Region of WHO,South West Europe,2019,41,10/7/2019,10/13/2019,46,161,0,0,0,,1,1,0,0,1,1,2,46,No Report
Spain,European Region of WHO,South West Europe,2019,42,10/14/2019,10/20/2019,47,165,0,1,0,,0,1,0,0,0,0,1,48,No Report
Spain,European Region of WHO,South West Europe,2019,43,10/21/2019,10/27/2019,64,245,0,1,2,,0,3,0,1,1,2,5,62,No Report
Spain,European Region of WHO,South West Europe,2019,44,10/28/2019,11/3/2019,47,231,0,1,1,,0,2,0,0,2,2,4,48,No Report
Spain,European Region of WHO,South West Europe,2019,45,11/4/2019,11/10/2019,58,292,0,1,3,,0,4,0,0,2,2,6,58,No Report
Spain,European Region of WHO,South West Europe,2019,46,11/11/2019,11/17/2019,79,366,0,5,2,,0,7,0,0,3,3,10,77,No Report
Spain,European Region of WHO,South West Europe,2019,47,11/18/2019,11/24/2019,76,453,0,12,2,,1,15,0,0,8,8,23,75,No Report
Spain,European Region of WHO,South West Europe,2019,48,11/25/2019,12/1/2019,67,511,0,18,5,,2,25,0,1,18,19,44,68,No Report
Spain,European Region of WHO,South West Europe,2019,49,12/2/2019,12/8/2019,91,546,0,25,4,,2,31,0,0,17,17,48,91,No Report
Spain,European Region of WHO,South West Europe,2019,50,12/9/2019,12/15/2019,66,657,0,36,2,0,4,42,0,0,24,24,66,59,No Report
Spain,European Region of WHO,South West Europe,2019,51,12/16/2019,12/22/2019,105,866,0,83,11,0,7,101,0,0,42,42,143,107,No Report
Spain,European Region of WHO,South West Europe,2019,52,12/23/2019,12/29/2019,73,956,0,150,9,0,59,218,0,0,48,48,266,67,No Report
Sweden,European Region of WHO,Northern Europe,2019,1,12/31/2018,1/6/2019,,3704,0,12,2,,796,810,0,0,1,1,811,,No Report
Sweden,European Region of WHO,Northern Europe,2019,2,1/7/2019,1/13/2019,,3960,0,26,3,,713,742,0,0,2,2,744,,No Report
Sweden,European Region of WHO,Northern Europe,2019,3,1/14/2019,1/20/2019,,3681,0,23,9,,703,735,0,0,1,1,736,,No Report
Sweden,European Region of WHO,Northern Europe,2019,4,1/21/2019,1/27/2019,,3765,0,26,4,,884,914,0,0,1,1,915,,No Report
Sweden,European Region of WHO,Northern Europe,2019,5,1/28/2019,2/3/2019,,4436,0,28,3,,1164,1195,0,0,9,9,1204,,No Report
Sweden,European Region of WHO,Northern Europe,2019,6,2/4/2019,2/10/2019,,4946,0,28,7,,1291,1326,0,0,6,6,1332,,No Report
Sweden,European Region of WHO,Northern Europe,2019,7,2/11/2019,2/17/2019,,4979,0,30,10,,1192,1232,0,0,9,9,1241,,No Report
Sweden,European Region of WHO,Northern Europe,2019,8,2/18/2019,2/24/2019,,4614,0,25,8,,960,993,0,0,2,2,995,,No Report
Sweden,European Region of WHO,Northern Europe,2019,9,2/25/2019,3/3/2019,,4295,0,26,9,,729,764,0,0,3,3,767,,No Report
Sweden,European Region of WHO,Northern Europe,2019,10,3/4/2019,3/10/2019,,3765,0,3,7,,572,582,0,0,7,7,589,,No Report
Sweden,European Region of WHO,Northern Europe,2019,11,3/11/2019,3/17/2019,,3459,0,1,2,,509,512,0,0,5,5,517,,No Report
Sweden,European Region of WHO,Northern Europe,2019,12,3/18/2019,3/24/2019,,3017,0,2,4,,468,474,0,0,2,2,476,,No Report
Sweden,European Region of WHO,Northern Europe,2019,13,3/25/2019,3/31/2019,,2764,0,3,2,,386,391,0,0,3,3,394,,No Report
Sweden,European Region of WHO,Northern Europe,2019,14,4/1/2019,4/7/2019,,2696,0,0,5,,371,376,0,0,4,4,380,,No Report
Sweden,European Region of WHO,Northern Europe,2019,15,4/8/2019,4/14/2019,,2557,0,0,5,,364,369,0,0,4,4,373,,No Report
Sweden,European Region of WHO,Northern Europe,2019,16,4/15/2019,4/21/2019,,2341,0,0,1,,325,326,0,0,2,2,328,,No Report
Sweden,European Region of WHO,Northern Europe,2019,17,4/22/2019,4/28/2019,,2187,0,0,1,,295,296,0,1,9,10,306,,No Report
Sweden,European Region of WHO,Northern Europe,2019,18,4/29/2019,5/5/2019,,1793,0,0,0,,154,154,0,0,0,0,154,,No Report
Sweden,European Region of WHO,Northern Europe,2019,19,5/6/2019,5/12/2019,,1512,0,0,1,,86,87,0,0,4,4,91,,No Report
Sweden,European Region of WHO,Northern Europe,2019,20,5/13/2019,5/19/2019,,1335,0,0,0,,73,73,0,0,4,4,77,,No Report
Sweden,European Region of WHO,Northern Europe,2019,21,5/20/2019,5/26/2019,,0,0,0,0,,57,57,0,0,3,3,60,,No Report
Sweden,European Region of WHO,Northern Europe,2019,22,5/27/2019,6/2/2019,,0,0,0,0,,27,27,0,0,3,3,30,,No Report
Sweden,European Region of WHO,Northern Europe,2019,23,6/3/2019,6/9/2019,,0,0,0,0,,16,16,0,0,3,3,19,,No Report
Sweden,European Region of WHO,Northern Europe,2019,24,6/10/2019,6/16/2019,,0,0,0,0,,11,11,0,0,2,2,13,,No Report
Sweden,European Region of WHO,Northern Europe,2019,25,6/17/2019,6/23/2019,,0,0,0,0,,2,2,0,0,2,2,4,,No Report
Sweden,European Region of WHO,Northern Europe,2019,26,6/24/2019,6/30/2019,,0,0,0,0,,3,3,0,0,0,0,3,,No Report
Sweden,European Region of WHO,Northern Europe,2019,27,7/1/2019,7/7/2019,,0,0,0,0,,2,2,0,0,0,0,2,,No Report
Sweden,European Region of WHO,Northern Europe,2019,28,7/8/2019,7/14/2019,,0,0,0,0,,1,1,0,0,0,0,1,,No Report
Sweden,European Region of WHO,Northern Europe,2019,29,7/15/2019,7/21/2019,,0,0,0,0,,1,1,0,0,3,3,4,,No Report
Sweden,European Region of WHO,Northern Europe,2019,30,7/22/2019,7/28/2019,,0,0,0,0,,6,6,0,0,0,0,6,,No Report
Sweden,European Region of WHO,Northern Europe,2019,31,7/29/2019,8/4/2019,,0,0,0,0,,4,4,0,0,1,1,5,,No Report
Sweden,European Region of WHO,Northern Europe,2019,32,8/5/2019,8/11/2019,,0,0,0,0,,1,1,0,0,0,0,1,,No Report
Sweden,European Region of WHO,Northern Europe,2019,33,8/12/2019,8/18/2019,,0,0,0,0,,4,4,0,0,0,0,4,,No Report
Sweden,European Region of WHO,Northern Europe,2019,34,8/19/2019,8/25/2019,,0,0,0,0,,10,10,0,0,3,3,13,,No Report
Sweden,European Region of WHO,Northern Europe,2019,35,8/26/2019,9/1/2019,,0,0,0,0,,8,8,0,0,3,3,11,,No Report
Sweden,European Region of WHO,Northern Europe,2019,36,9/2/2019,9/8/2019,,0,0,0,0,,3,3,0,0,1,1,4,,No Report
Sweden,European Region of WHO,Northern Europe,2019,37,9/9/2019,9/15/2019,,0,0,0,0,,3,3,0,0,1,1,4,,No Report
Sweden,European Region of WHO,Northern Europe,2019,38,9/16/2019,9/22/2019,,0,0,0,0,,2,2,0,0,1,1,3,,No Report
Sweden,European Region of WHO,Northern Europe,2019,39,9/23/2019,9/29/2019,,0,0,0,0,,2,2,0,0,0,0,2,,No Report
Sweden,European Region of WHO,Northern Europe,2019,40,9/30/2019,10/6/2019,,665,0,0,1,,0,1,0,1,0,1,2,,No Report
Sweden,European Region of WHO,Northern Europe,2019,41,10/7/2019,10/13/2019,,719,0,0,3,,1,4,0,0,0,0,4,,No Report
Sweden,European Region of WHO,Northern Europe,2019,42,10/14/2019,10/20/2019,,725,0,1,2,,4,7,0,0,1,1,8,,No Report
Sweden,European Region of WHO,Northern Europe,2019,43,10/21/2019,10/27/2019,,853,0,1,2,,2,5,0,1,1,2,7,,No Report
Sweden,European Region of WHO,Northern Europe,2019,44,10/28/2019,11/3/2019,,910,0,6,2,,6,14,0,0,0,0,14,,No Report
Sweden,European Region of WHO,Northern Europe,2019,45,11/4/2019,11/10/2019,,1045,0,5,5,,10,20,0,4,1,5,25,,No Report
Sweden,European Region of WHO,Northern Europe,2019,46,11/11/2019,11/17/2019,,1228,0,24,2,,21,47,0,1,2,3,50,,No Report
Sweden,European Region of WHO,Northern Europe,2019,47,11/18/2019,11/24/2019,,1382,0,8,3,,44,55,0,6,4,10,65,,No Report
Sweden,European Region of WHO,Northern Europe,2019,48,11/25/2019,12/1/2019,,1588,0,8,5,,53,66,0,2,9,11,77,,No Report
Sweden,European Region of WHO,Northern Europe,2019,49,12/2/2019,12/8/2019,,1896,0,6,12,,104,122,0,2,14,16,138,,No Report
Sweden,European Region of WHO,Northern Europe,2019,50,12/9/2019,12/15/2019,,2227,0,13,14,,142,169,0,4,25,29,198,,No Report
Sweden,European Region of WHO,Northern Europe,2019,51,12/16/2019,12/22/2019,,2587,0,21,20,,198,239,0,7,51,58,297,,No Report
Sweden,European Region of WHO,Northern Europe,2019,52,12/23/2019,12/29/2019,,2410,0,18,17,,231,266,0,4,49,53,319,,No Report
Switzerland,European Region of WHO,South West Europe,2019,1,12/31/2018,1/6/2019,,31,0,7,3,,310,320,0,0,6,6,326,,No Report
Switzerland,European Region of WHO,South West Europe,2019,2,1/7/2019,1/13/2019,,73,0,32,2,,444,478,0,0,3,3,481,,No Report
Switzerland,European Region of WHO,South West Europe,2019,3,1/14/2019,1/20/2019,,73,0,36,22,,453,511,0,0,2,2,513,,No Report
Switzerland,European Region of WHO,South West Europe,2019,4,1/21/2019,1/27/2019,,64,0,27,26,,962,1015,0,0,4,4,1019,,No Report
Switzerland,European Region of WHO,South West Europe,2019,5,1/28/2019,2/3/2019,,77,0,21,25,,1463,1509,1,0,10,11,1520,,No Report
Switzerland,European Region of WHO,South West Europe,2019,6,2/4/2019,2/10/2019,,93,0,64,31,,1679,1774,0,0,6,6,1780,,No Report
Switzerland,European Region of WHO,South West Europe,2019,7,2/11/2019,2/17/2019,,78,0,33,56,,1983,2072,0,0,5,5,2077,,No Report
Switzerland,European Region of WHO,South West Europe,2019,8,2/18/2019,2/24/2019,,48,0,16,32,,1726,1774,0,0,5,5,1779,,No Report
Switzerland,European Region of WHO,South West Europe,2019,9,2/25/2019,3/3/2019,,47,0,12,25,,1166,1203,0,0,3,3,1206,,No Report
Switzerland,European Region of WHO,South West Europe,2019,10,3/4/2019,3/10/2019,,34,0,9,14,,927,950,0,0,3,3,953,,No Report
Switzerland,European Region of WHO,South West Europe,2019,11,3/11/2019,3/17/2019,,30,0,6,14,,734,754,0,0,3,3,757,,No Report
Switzerland,European Region of WHO,South West Europe,2019,12,3/18/2019,3/24/2019,,31,0,4,5,,430,439,0,0,2,2,441,,No Report
Switzerland,European Region of WHO,South West Europe,2019,13,3/25/2019,3/31/2019,,27,0,3,15,,265,283,0,0,4,4,287,,No Report
Switzerland,European Region of WHO,South West Europe,2019,14,4/1/2019,4/7/2019,,18,0,2,3,,145,150,0,0,10,10,160,,No Report
Switzerland,European Region of WHO,South West Europe,2019,15,4/8/2019,4/14/2019,,21,0,1,2,,84,87,0,0,7,7,94,,No Report
Switzerland,European Region of WHO,South West Europe,2019,16,4/15/2019,4/21/2019,,11,0,0,3,,51,54,0,0,6,6,60,,No Report
Switzerland,European Region of WHO,South West Europe,2019,17,4/22/2019,4/28/2019,,5,0,0,0,,18,18,0,0,1,1,19,,No Report
Switzerland,European Region of WHO,South West Europe,2019,18,4/29/2019,5/5/2019,,3,0,0,0,,10,10,0,0,0,0,10,,No Report
Switzerland,European Region of WHO,South West Europe,2019,19,5/6/2019,5/12/2019,,2,0,0,0,,4,4,0,0,6,6,10,,No Report
Switzerland,European Region of WHO,South West Europe,2019,20,5/13/2019,5/19/2019,,0,0,0,0,,2,2,0,0,1,1,3,,No Report
Switzerland,European Region of WHO,South West Europe,2019,21,5/20/2019,5/26/2019,,,,,,,,,,,,,,,No Report
Switzerland,European Region of WHO,South West Europe,2019,22,5/27/2019,6/2/2019,,,,,,,,,,,,,,,No Report
Switzerland,European Region of WHO,South West Europe,2019,23,6/3/2019,6/9/2019,,,,,,,,,,,,,,,No Report
Switzerland,European Region of WHO,South West Europe,2019,24,6/10/2019,6/16/2019,,,,,,,,,,,,,,,No Report
Switzerland,European Region of WHO,South West Europe,2019,25,6/17/2019,6/23/2019,,,,,,,,,,,,,,,No Report
Switzerland,European Region of WHO,South West Europe,2019,26,6/24/2019,6/30/2019,,,,,,,,,,,,,,,No Report
Switzerland,European Region of WHO,South West Europe,2019,27,7/1/2019,7/7/2019,,,,,,,,,,,,,,,No Report
Switzerland,European Region of WHO,South West Europe,2019,28,7/8/2019,7/14/2019,,,,,,,,,,,,,,,No Report
Switzerland,European Region of WHO,South West Europe,2019,29,7/15/2019,7/21/2019,,,,,,,,,,,,,,,No Report
Switzerland,European Region of WHO,South West Europe,2019,30,7/22/2019,7/28/2019,,,,,,,,,,,,,,,No Report
Switzerland,European Region of WHO,South West Europe,2019,31,7/29/2019,8/4/2019,,,,,,,,,,,,,,,No Report
Switzerland,European Region of WHO,South West Europe,2019,32,8/5/2019,8/11/2019,,,,,,,,,,,,,,,No Report
Switzerland,European Region of WHO,South West Europe,2019,33,8/12/2019,8/18/2019,,,,,,,,,,,,,,,No Report
Switzerland,European Region of WHO,South West Europe,2019,34,8/19/2019,8/25/2019,,,,,,,,,,,,,,,No Report
Switzerland,European Region of WHO,South West Europe,2019,35,8/26/2019,9/1/2019,,,,,,,,,,,,,,,No Report
Switzerland,European Region of WHO,South West Europe,2019,36,9/2/2019,9/8/2019,,,,,,,,,,,,,,,No Report
Switzerland,European Region of WHO,South West Europe,2019,37,9/9/2019,9/15/2019,,,,,,,,,,,,,,,No Report
Switzerland,European Region of WHO,South West Europe,2019,38,9/16/2019,9/22/2019,,,,,,,,,,,,,,,No Report
Switzerland,European Region of WHO,South West Europe,2019,39,9/23/2019,9/29/2019,,,,,,,,,,,,,,,No Report
Switzerland,European Region of WHO,South West Europe,2019,40,9/30/2019,10/6/2019,,8,0,0,0,,5,5,0,1,0,1,6,,No Report
Switzerland,European Region of WHO,South West Europe,2019,41,10/7/2019,10/13/2019,,6,0,1,0,,4,5,0,0,1,1,6,,No Report
Switzerland,European Region of WHO,South West Europe,2019,42,10/14/2019,10/20/2019,,5,0,0,0,,2,2,0,0,0,0,2,,No Report
Switzerland,European Region of WHO,South West Europe,2019,43,10/21/2019,10/27/2019,,8,0,0,0,,5,5,0,0,1,1,6,,No Report
Switzerland,European Region of WHO,South West Europe,2019,44,10/28/2019,11/3/2019,,6,0,0,0,,3,3,0,0,1,1,4,,No Report
Switzerland,European Region of WHO,South West Europe,2019,45,11/4/2019,11/10/2019,,15,0,1,1,,10,12,0,0,5,5,17,,No Report
Switzerland,European Region of WHO,South West Europe,2019,46,11/11/2019,11/17/2019,,21,0,3,0,,6,9,0,1,9,10,19,,No Report
Switzerland,European Region of WHO,South West Europe,2019,47,11/18/2019,11/24/2019,,18,0,0,0,,17,17,0,0,6,6,23,,No Report
Switzerland,European Region of WHO,South West Europe,2019,48,11/25/2019,12/1/2019,,15,0,4,0,,14,18,0,0,9,9,27,,No Report
Switzerland,European Region of WHO,South West Europe,2019,49,12/2/2019,12/8/2019,,23,0,3,2,,29,34,0,2,5,7,41,,No Report
Switzerland,European Region of WHO,South West Europe,2019,50,12/9/2019,12/15/2019,,21,0,1,2,,78,81,0,1,9,10,91,,No Report
Switzerland,European Region of WHO,South West Europe,2019,51,12/16/2019,12/22/2019,,23,0,10,4,,112,126,0,2,21,23,149,,No Report
Switzerland,European Region of WHO,South West Europe,2019,52,12/23/2019,12/29/2019,,15,0,7,3,,161,171,0,1,38,39,210,,No Report
Tajikistan,European Region of WHO,Central Asia,2019,1,12/31/2018,1/6/2019,,0,0,0,0,,0,0,0,0,0,0,0,,No Report
Tajikistan,European Region of WHO,Central Asia,2019,2,1/7/2019,1/13/2019,,0,0,0,0,,0,0,0,0,0,0,0,,No Report
Tajikistan,European Region of WHO,Central Asia,2019,3,1/14/2019,1/20/2019,,0,0,0,0,,0,0,0,0,0,0,0,,No Report
Tajikistan,European Region of WHO,Central Asia,2019,4,1/21/2019,1/27/2019,,0,0,0,0,,0,0,0,0,0,0,0,,No Report
Tajikistan,European Region of WHO,Central Asia,2019,5,1/28/2019,2/3/2019,,2,0,0,0,,0,0,0,0,0,0,0,,No Report
Tajikistan,European Region of WHO,Central Asia,2019,6,2/4/2019,2/10/2019,,1,0,0,0,,0,0,0,0,1,1,1,,No Report
Tajikistan,European Region of WHO,Central Asia,2019,7,2/11/2019,2/17/2019,,1,0,0,0,,0,0,0,0,0,0,0,,No Report
Tajikistan,European Region of WHO,Central Asia,2019,8,2/18/2019,2/24/2019,,0,0,0,0,,0,0,0,0,0,0,0,,No Report
Tajikistan,European Region of WHO,Central Asia,2019,9,2/25/2019,3/3/2019,,0,0,0,0,,0,0,0,0,0,0,0,,No Report
Tajikistan,European Region of WHO,Central Asia,2019,10,3/4/2019,3/10/2019,,1,0,0,0,,0,0,0,0,0,0,0,,No Report
Tajikistan,European Region of WHO,Central Asia,2019,11,3/11/2019,3/17/2019,,1,0,0,0,,0,0,0,0,0,0,0,,No Report
Tajikistan,European Region of WHO,Central Asia,2019,12,3/18/2019,3/24/2019,,0,0,0,0,,0,0,0,0,0,0,0,,No Report
Tajikistan,European Region of WHO,Central Asia,2019,13,3/25/2019,3/31/2019,,0,0,0,0,,0,0,0,0,0,0,0,,No Report
Tajikistan,European Region of WHO,Central Asia,2019,14,4/1/2019,4/7/2019,,1,0,0,0,,0,0,0,0,0,0,0,,No Report
Tajikistan,European Region of WHO,Central Asia,2019,15,4/8/2019,4/14/2019,,0,0,0,0,,0,0,0,0,0,0,0,,No Report
Tajikistan,European Region of WHO,Central Asia,2019,16,4/15/2019,4/21/2019,,0,0,0,0,,0,0,0,0,0,0,0,,No Report
Tajikistan,European Region of WHO,Central Asia,2019,17,4/22/2019,4/28/2019,,0,0,0,0,,0,0,0,0,0,0,0,,No Report
Tajikistan,European Region of WHO,Central Asia,2019,18,4/29/2019,5/5/2019,,1,0,0,0,,0,0,0,0,0,0,0,,No Report
Tajikistan,European Region of WHO,Central Asia,2019,19,5/6/2019,5/12/2019,,1,0,0,0,,0,0,0,0,0,0,0,,No Report
Tajikistan,European Region of WHO,Central Asia,2019,20,5/13/2019,5/19/2019,,0,0,0,0,,0,0,0,0,0,0,0,,No Report
Tajikistan,European Region of WHO,Central Asia,2019,21,5/20/2019,5/26/2019,,,,,,,,,,,,,,,No Report
Tajikistan,European Region of WHO,Central Asia,2019,22,5/27/2019,6/2/2019,,,,,,,,,,,,,,,No Report
Tajikistan,European Region of WHO,Central Asia,2019,23,6/3/2019,6/9/2019,,,,,,,,,,,,,,,No Report
Tajikistan,European Region of WHO,Central Asia,2019,24,6/10/2019,6/16/2019,,,,,,,,,,,,,,,No Report
Tajikistan,European Region of WHO,Central Asia,2019,25,6/17/2019,6/23/2019,,,,,,,,,,,,,,,No Report
Tajikistan,European Region of WHO,Central Asia,2019,26,6/24/2019,6/30/2019,,,,,,,,,,,,,,,No Report
Tajikistan,European Region of WHO,Central Asia,2019,27,7/1/2019,7/7/2019,,,,,,,,,,,,,,,No Report
Tajikistan,European Region of WHO,Central Asia,2019,28,7/8/2019,7/14/2019,,,,,,,,,,,,,,,No Report
Tajikistan,European Region of WHO,Central Asia,2019,29,7/15/2019,7/21/2019,,,,,,,,,,,,,,,No Report
Tajikistan,European Region of WHO,Central Asia,2019,30,7/22/2019,7/28/2019,,,,,,,,,,,,,,,No Report
Tajikistan,European Region of WHO,Central Asia,2019,31,7/29/2019,8/4/2019,,,,,,,,,,,,,,,No Report
Tajikistan,European Region of WHO,Central Asia,2019,32,8/5/2019,8/11/2019,,,,,,,,,,,,,,,No Report
Tajikistan,European Region of WHO,Central Asia,2019,33,8/12/2019,8/18/2019,,,,,,,,,,,,,,,No Report
Tajikistan,European Region of WHO,Central Asia,2019,34,8/19/2019,8/25/2019,,,,,,,,,,,,,,,No Report
Tajikistan,European Region of WHO,Central Asia,2019,35,8/26/2019,9/1/2019,,,,,,,,,,,,,,,No Report
Tajikistan,European Region of WHO,Central Asia,2019,36,9/2/2019,9/8/2019,,,,,,,,,,,,,,,No Report
Tajikistan,European Region of WHO,Central Asia,2019,37,9/9/2019,9/15/2019,,,,,,,,,,,,,,,No Report
Tajikistan,European Region of WHO,Central Asia,2019,38,9/16/2019,9/22/2019,,,,,,,,,,,,,,,No Report
Tajikistan,European Region of WHO,Central Asia,2019,39,9/23/2019,9/29/2019,,,,,,,,,,,,,,,No Report
Tajikistan,European Region of WHO,Central Asia,2019,40,9/30/2019,10/6/2019,,0,0,0,0,,0,0,0,0,0,0,0,,No Report
Tajikistan,European Region of WHO,Central Asia,2019,41,10/7/2019,10/13/2019,,5,0,0,0,,0,0,0,0,1,1,1,,No Report
Tajikistan,European Region of WHO,Central Asia,2019,42,10/14/2019,10/20/2019,,7,0,1,0,,0,1,0,0,3,3,4,,No Report
Tajikistan,European Region of WHO,Central Asia,2019,43,10/21/2019,10/27/2019,,3,0,0,0,,0,0,0,0,1,1,1,,No Report
Tajikistan,European Region of WHO,Central Asia,2019,44,10/28/2019,11/3/2019,,8,0,0,0,,0,0,0,0,1,1,1,,No Report
Tajikistan,European Region of WHO,Central Asia,2019,45,11/4/2019,11/10/2019,,0,0,0,0,,0,0,0,0,0,0,0,,No Report
Tajikistan,European Region of WHO,Central Asia,2019,46,11/11/2019,11/17/2019,,2,0,0,0,,0,0,0,0,0,0,0,,No Report
Tajikistan,European Region of WHO,Central Asia,2019,47,11/18/2019,11/24/2019,,7,0,0,1,,0,1,0,0,1,1,2,,No Report
Tajikistan,European Region of WHO,Central Asia,2019,48,11/25/2019,12/1/2019,,9,0,0,0,,0,0,0,0,0,0,0,,No Report
Tajikistan,European Region of WHO,Central Asia,2019,49,12/2/2019,12/8/2019,,6,0,0,0,,0,0,0,0,1,1,1,,No Report
Tajikistan,European Region of WHO,Central Asia,2019,50,12/9/2019,12/15/2019,,28,0,0,0,,1,1,0,0,6,6,7,,No Report
