,Facility ID,Facility Name,Address,City,State,ZIP Code,County Name,Phone Number,Measure Name,Measure ID,Compared to National,Score,Footnote,Measure Start Date,Measure End Date,Location
3622,050179,EMANUEL MEDICAL CENTER,825 DELBON AVE,TURLOCK,CA,95382,STANISLAUS,(209) 667-4200,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,HAI_2_NUMERATOR,No Different than National Benchmark,1,,07/01/2018,06/30/2019,POINT (-120.837491 37.510487)
3623,050407,CHINESE HOSPITAL,845 JACKSON ST,SAN FRANCISCO,CA,94133,SAN FRANCISCO,(415) 982-2400,Catheter Associated Urinary Tract Infections (ICU + select Wards): Predicted Cases,HAI_2_ELIGCASES,Not Available,0.221,,07/01/2018,06/30/2019,POINT (-122.40925 37.795695)
3624,030002,BANNER - UNIVERSITY MEDICAL CENTER PHOENIX,1111 EAST MCDOWELL ROAD,PHOENIX,AZ,85006,MARICOPA,(602) 239-2000,Central Line Associated Bloodstream Infection: Number of Device Days,HAI_1_DOPC,No Different than National Benchmark,24122,,07/01/2018,06/30/2019,POINT (-112.058127 33.465724)
3625,010035,CULLMAN REGIONAL MEDICAL CENTER,1912 ALABAMA HIGHWAY 157,CULLMAN,AL,35058,CULLMAN,(256) 737-2000,MRSA Bacteremia: Patient Days,HAI_5_DOPC,No Different than National Benchmark,31274,,07/01/2018,06/30/2019,POINT (-86.805641 34.198587)
3626,010045,FAYETTE MEDICAL CENTER,1653 TEMPLE AVENUE NORTH,FAYETTE,AL,35555,FAYETTE,(205) 932-5966,MRSA Bacteremia: Upper Confidence Limit,HAI_5_CIUPPER,Not Available,Not Available,13,07/01/2018,06/30/2019,POINT (-87.823706 33.707708)
3627,050624,HENRY MAYO NEWHALL  HOSPITAL,23845  MCBEAN PKWY,VALENCIA,CA,91355,LOS ANGELES,(661) 253-8000,Central Line Associated Bloodstream Infection: Number of Device Days,HAI_1_DOPC,Better than the National Benchmark,12490,,07/01/2018,06/30/2019,POINT (-118.553143 34.396342)
3628,021310,MANIILAQ HEALTH CENTER,PO BOX 43,KOTZEBUE,AK,99752,NORTHWEST ARTIC BOROUGH,(907) 442-3321,MRSA Bacteremia: Lower Confidence Limit,HAI_5_CILOWER,Not Available,Not Available,5,07/01/2018,06/30/2019,
3629,030094,ARROWHEAD HOSPITAL,18701 NORTH 67TH AVENUE,GLENDALE,AZ,85308,MARICOPA,(623) 561-1000,MRSA Bacteremia: Predicted Cases,HAI_5_ELIGCASES,No Different than National Benchmark,2.502,,07/01/2018,06/30/2019,POINT (-112.202889 33.655042)
3630,02013F,673rd Medical Group (Joint Base Elmendorf-Richardson),673 MDG 5955 Zeamer Ave,JBER,AK,99506,ANCHORAGE,(907) 384-1110,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,HAI_2_CIUPPER,Not Available,Not Available,13,07/01/2018,06/30/2019,
3631,010079,ATHENS LIMESTONE HOSPITAL,700 WEST MARKET STREET,ATHENS,AL,35611,LIMESTONE,(256) 233-9292,Catheter Associated Urinary Tract Infections (ICU + select Wards),HAI_2_SIR,No Different than National Benchmark,2.387,,07/01/2018,06/30/2019,POINT (-86.977803 34.803499)
3632,050512,KAISER FOUNDATION HOSPITAL - FREMONT,39400 PASEO PADRE PKWY,FREMONT,CA,94538,ALAMEDA,(510) 784-4000,SSI - Abdominal Hysterectomy,HAI_4_SIR,Not Available,Not Available,13,07/01/2018,06/30/2019,POINT (-121.975769 37.550913)
3633,050276,CONTRA COSTA REGIONAL MEDICAL CENTER,2500 ALHAMBRA AVENUE,MARTINEZ,CA,94553,CONTRA COSTA,(925) 370-5000,MRSA Bacteremia,HAI_5_SIR,No Different than National Benchmark,0.000,,07/01/2018,06/30/2019,POINT (-122.130891 38.006467)
3634,020018,YUKON KUSKOKWIM DELTA REG HOSPITAL,PO BOX 287,BETHEL,AK,99559,BETHEL,(907) 543-6300,MRSA Bacteremia: Patient Days,HAI_5_DOPC,Not Available,4800,,07/01/2018,06/30/2019,
3635,050195,WASHINGTON HOSPITAL,2000 MOWRY AVE,FREMONT,CA,94538,ALAMEDA,(510) 797-1111,Clostridium Difficile (C.Diff): Patient Days,HAI_6_DOPC,No Different than National Benchmark,59799,,07/01/2018,06/30/2019,POINT (-121.98087 37.557653)
3636,020024,CENTRAL PENINSULA GENERAL HOSPITAL,250 HOSPITAL PLACE,SOLDOTNA,AK,99669,KENAI PENINSULA,(907) 262-4404,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,HAI_1_CIUPPER,Not Available,Not Available,13,07/01/2018,06/30/2019,POINT (-151.077658 60.493865)
3637,050192,ADVENTIST HEALTH REEDLEY,372 W CYPRESS AVE,REEDLEY,CA,93654,FRESNO,(559) 638-8155,SSI - Abdominal Hysterectomy: Predicted Cases,HAI_4_ELIGCASES,Not Available,0.255,,07/01/2018,06/30/2019,POINT (-119.451695 36.607812)
3638,041305,MERCY HOSPITAL WALDRON,1341 WEST SIXTH STREET,WALDRON,AR,72958,SCOTT,(479) 637-4135,SSI - Abdominal Hysterectomy: Observed Cases,HAI_4_NUMERATOR,Not Available,Not Available,5,07/01/2018,06/30/2019,POINT (-94.106078 34.896785)
3639,050022,RIVERSIDE COMMUNITY HOSPITAL,4445 MAGNOLIA AVENUE,RIVERSIDE,CA,92501,RIVERSIDE,(951) 788-3000,Catheter Associated Urinary Tract Infections (ICU + select Wards): Number of Urinary Catheter Days,HAI_2_DOPC,Better than the National Benchmark,13770,,07/01/2018,06/30/2019,POINT (-117.380374 33.975677)
3640,030122,BANNER GATEWAY MEDICAL CENTER,1900 NORTH HIGLEY ROAD,GILBERT,AZ,85234,MARICOPA,(480) 543-2000,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,HAI_1_CILOWER,No Different than National Benchmark,0.022,,07/01/2018,06/30/2019,POINT (-111.719634 33.384225)
3641,050131,NOVATO COMMUNITY HOSPITAL,180 ROWLAND WAY,NOVATO,CA,94945,MARIN,(415) 209-1300,MRSA Bacteremia,HAI_5_SIR,Not Available,Not Available,13,07/01/2018,06/30/2019,POINT (-122.55966 38.098077)
3642,040069,GREAT RIVER MEDICAL CENTER,1520 N DIVISION STREET,BLYTHEVILLE,AR,72315,MISSISSIPPI,(870) 838-7300,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,HAI_2_CIUPPER,Not Available,Not Available,13,07/01/2018,06/30/2019,POINT (-89.918929 35.943011)
3643,050378,PACIFICA HOSPITAL OF THE VALLEY,9449 SAN FERNANDO RD,SUN VALLEY,CA,91352,LOS ANGELES,(818) 767-3310,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,HAI_2_CILOWER,Not Available,Not Available,13,07/01/2018,06/30/2019,POINT (-118.395669 34.241134)
3644,030092,HONORHEALTH DEER VALLEY MEDICAL CENTER,19829 NORTH 27TH AVENUE,PHOENIX,AZ,85027,MARICOPA,(623) 879-6100,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,HAI_1_CILOWER,No Different than National Benchmark,0.162,,07/01/2018,06/30/2019,POINT (-112.117188 33.666425)
3645,050063,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,1300 N VERMONT AVE,LOS ANGELES,CA,90027,LOS ANGELES,(213) 413-3000,SSI - Abdominal Hysterectomy: Observed Cases,HAI_4_NUMERATOR,Not Available,0,,07/01/2018,06/30/2019,POINT (-118.291753 34.096116)
3646,050568,MADERA COMMUNITY HOSPITAL,1250 E ALMOND AVE,MADERA,CA,93637,MADERA,(559) 675-5555,SSI - Abdominal Hysterectomy: Lower Confidence Limit,HAI_4_CILOWER,Not Available,Not Available,13,07/01/2018,06/30/2019,POINT (-120.045467 36.945427)
3647,050517,VICTOR VALLEY GLOBAL MEDICAL CENTER,15248 11TH ST,VICTORVILLE,CA,92392,SAN BERNARDINO,(760) 245-8691,SSI - Colon Surgery,HAI_3_SIR,Not Available,Not Available,13,07/01/2018,06/30/2019,POINT (-117.292518 34.52897)
3648,010169,ATMORE COMMUNITY HOSPITAL,401 MEDICAL PARK DRIVE,ATMORE,AL,36502,ESCAMBIA,(251) 368-2500,SSI - Colon Surgery: Upper Confidence Limit,HAI_3_CIUPPER,Not Available,Not Available,13,07/01/2018,06/30/2019,POINT (-87.479735 31.01657)
3649,050503,SCRIPPS MEMORIAL HOSPITAL - ENCINITAS,354 SANTA FE DRIVE,ENCINITAS,CA,92024,SAN DIEGO,(760) 753-6501,SSI - Colon Surgery: Observed Cases,HAI_3_NUMERATOR,No Different than National Benchmark,3,,07/01/2018,06/30/2019,POINT (-117.284237 33.036272)
3650,030022,VALLEYWISE HEALTH MEDICAL CENTER,2601 EAST ROOSEVELT STREET,PHOENIX,AZ,85008,MARICOPA,(602) 344-5011,Clostridium Difficile (C.Diff): Predicted Cases,HAI_6_ELIGCASES,No Different than National Benchmark,33.114,,07/01/2018,06/30/2019,POINT (-112.02643 33.458525)
3651,050110,LOMPOC VALLEY MEDICAL CENTER,1515 E OCEAN AVENUE,LOMPOC,CA,93436,SANTA BARBARA,(805) 737-3300,SSI - Colon Surgery: Predicted Cases,HAI_3_ELIGCASES,Not Available,0.664,,07/01/2018,06/30/2019,POINT (-120.439899 34.640639)
3652,031317,LA PAZ REGIONAL HOSPITAL,1200 WEST MOHAVE ROAD,PARKER,AZ,85344,LAPAZ,(928) 669-9201,SSI - Abdominal Hysterectomy: Predicted Cases,HAI_4_ELIGCASES,Not Available,Not Available,12,07/01/2018,06/30/2019,POINT (-114.285597 34.135137)
3653,030121,"MOUNTAIN VISTA MEDICAL CENTER, LP",1301 SOUTH CRISMON ROAD,MESA,AZ,85209,MARICOPA,(480) 358-6100,Clostridium Difficile (C.Diff): Observed Cases,HAI_6_NUMERATOR,Better than the National Benchmark,0,,07/01/2018,06/30/2019,POINT (-111.615329 33.3911)
3654,031309,SAGE MEMORIAL HOSPITAL,STATE ROUTE 264 SOUTH 191,GANADO,AZ,86505,APACHE,(928) 755-4541,MRSA Bacteremia: Patient Days,HAI_5_DOPC,Not Available,Not Available,5,07/01/2018,06/30/2019,
3655,030088,BANNER BAYWOOD MEDICAL CENTER,6644 EAST BAYWOOD AVENUE,MESA,AZ,85206,MARICOPA,(480) 321-2000,Clostridium Difficile (C.Diff): Lower Confidence Limit,HAI_6_CILOWER,Better than the National Benchmark,0.206,,07/01/2018,06/30/2019,POINT (-111.688045 33.410465)
3656,030111,BANNER-UNIVERSITY MEDICAL CENTER SOUTH CAMPUS,2800 EAST AJO WAY,TUCSON,AZ,85713,PIMA,(520) 874-2000,MRSA Bacteremia: Upper Confidence Limit,HAI_5_CIUPPER,No Different than National Benchmark,1.533,,07/01/2018,06/30/2019,POINT (-110.930891 32.177882)
3657,050262,RONALD REAGAN UCLA MEDICAL CENTER,757 WESTWOOD PLAZA,LOS ANGELES,CA,90095,LOS ANGELES,(310) 825-6301,SSI - Abdominal Hysterectomy: Lower Confidence Limit,HAI_4_CILOWER,No Different than National Benchmark,0.253,,07/01/2018,06/30/2019,POINT (-118.445411 34.063939)
3658,050547,SONOMA DEVELOPMENTAL CENTER,15000 ARNOLD DRIVE   /  P O BOX 1493,ELDRIDGE,CA,95431,SONOMA,(707) 938-6000,Clostridium Difficile (C.Diff): Predicted Cases,HAI_6_ELIGCASES,Not Available,Not Available,19,07/01/2018,06/30/2019,POINT (-122.51691 38.349027)
3659,030071,FORT DEFIANCE INDIAN HOSPITAL,PO BOX 649,FORT DEFIANCE,AZ,86504,APACHE,(928) 729-8000,Central Line Associated Bloodstream Infection: Number of Device Days,HAI_1_DOPC,Not Available,148,,07/01/2018,06/30/2019,
3660,050677,KAISER FOUNDATION HOSPITAL - WOODLAND HILLS,5601 DE SOTO AVENUE,WOODLAND HILLS,CA,91367,LOS ANGELES,(818) 719-3800,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,HAI_2_NUMERATOR,No Different than National Benchmark,5,,07/01/2018,06/30/2019,POINT (-118.588183 34.171852)
3661,050008,CALIFORNIA PACIFIC MEDICAL CTR-DAVIES CAMPUS HOSP,601 DUBOCE AVENUE,SAN FRANCISCO,CA,94117,SAN FRANCISCO,(415) 600-6000,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,HAI_1_CILOWER,No Different than National Benchmark,--,8,07/01/2018,06/30/2019,POINT (-122.434696 37.769114)
3662,050298,BARSTOW COMMUNITY HOSPITAL,820 E MOUNTAIN VIEW STREET,BARSTOW,CA,92311,SAN BERNARDINO,(760) 256-1761,SSI - Colon Surgery: Lower Confidence Limit,HAI_3_CILOWER,Not Available,Not Available,13,07/01/2018,06/30/2019,POINT (-117.0166 34.893696)
3663,030068,MT. GRAHAM REGIONAL MEDICAL CENTER,1600 SOUTH 20TH AVENUE,SAFFORD,AZ,85546,GRAHAM,(928) 348-4000,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,HAI_1_CILOWER,Not Available,Not Available,13,07/01/2018,06/30/2019,POINT (-109.732994 32.821883)
3664,050599,UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER,2315 STOCKTON BOULEVARD,SACRAMENTO,CA,95817,SACRAMENTO,(916) 734-2011,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,HAI_1_CIUPPER,No Different than National Benchmark,1.003,,07/01/2018,06/30/2019,POINT (-121.457535 38.554375)
3665,040156,"BAPTIST MEMORIAL HOSPITAL-CRITTENDEN, INC",2100 NORTH SEVENTH STREET,WEST MEMPHIS,AR,72301,CRITTENDEN,(870) 394-7800,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,HAI_1_CIUPPER,Not Available,Not Available,13,07/01/2018,06/30/2019,
3666,050071,KAISER FOUNDATION HOSPITAL-SANTA CLARA,700 LAWRENCE EXPRESSWAY,SANTA CLARA,CA,95051,SANTA CLARA,(408) 236-6400,Clostridium Difficile (C.Diff): Upper Confidence Limit,HAI_6_CIUPPER,Better than the National Benchmark,0.890,,07/01/2018,06/30/2019,POINT (-121.995767 37.335456)
3667,050103,WHITE MEMORIAL MEDICAL CENTER,1720 E CESAR AVENUE,LOS ANGELES,CA,90033,LOS ANGELES,(323) 268-5000,MRSA Bacteremia: Predicted Cases,HAI_5_ELIGCASES,No Different than National Benchmark,5.066,,07/01/2018,06/30/2019,
3668,050234,SHARP CORONADO HOSPITAL AND HLTHCR CTR,250 PROSPECT PLACE,CORONADO,CA,92118,SAN DIEGO,(619) 435-6251,MRSA Bacteremia: Observed Cases,HAI_5_NUMERATOR,Not Available,0,,07/01/2018,06/30/2019,POINT (-117.167947 32.694257)
3669,050313,SUTTER TRACY COMMUNITY HOSPITAL,1420 NORTH TRACY BLVD,TRACY,CA,95376,SAN JOAQUIN,(209) 835-1500,Clostridium Difficile (C.Diff): Upper Confidence Limit,HAI_6_CIUPPER,Better than the National Benchmark,0.590,,07/01/2018,06/30/2019,POINT (-121.43494 37.744232)
3670,010114,"MEDICAL WEST, AN AFFILIATE OF UAB HEALTH SYSTEM",995 9TH AVENUE SOUTHWEST,BESSEMER,AL,35021,JEFFERSON,(205) 481-7000,Catheter Associated Urinary Tract Infections (ICU + select Wards): Predicted Cases,HAI_2_ELIGCASES,No Different than National Benchmark,9.014,,07/01/2018,06/30/2019,POINT (-86.991709 33.373086)
3671,050315,KERN MEDICAL CENTER,1700 MOUNT VERNON AVENUE,BAKERSFIELD,CA,93306,KERN,(661) 326-2000,SSI - Colon Surgery,HAI_3_SIR,No Different than National Benchmark,0.000,,07/01/2018,06/30/2019,POINT (-118.967546 35.380964)
3672,041314,"DEWITT HOSPITAL & NURSING HOME, INC",1641 WHITEHEAD DRIVE,DE WITT,AR,72042,ARKANSAS,(870) 946-3571,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,HAI_2_NUMERATOR,Not Available,Not Available,12,07/01/2018,06/30/2019,POINT (-91.336892 34.279598)
3673,050367,NORTHBAY MEDICAL CENTER,1200 B  GALE WILSON BLVD,FAIRFIELD,CA,94533,SOLANO,(707) 646-5000,SSI - Abdominal Hysterectomy: Observed Cases,HAI_4_NUMERATOR,Not Available,0,,07/01/2018,06/30/2019,POINT (-122.048104 38.261108)
3674,031309,SAGE MEMORIAL HOSPITAL,STATE ROUTE 264 SOUTH 191,GANADO,AZ,86505,APACHE,(928) 755-4541,Catheter Associated Urinary Tract Infections (ICU + select Wards),HAI_2_SIR,Not Available,Not Available,5,07/01/2018,06/30/2019,
3675,010129,NORTH BALDWIN INFIRMARY,1815 HAND AVENUE,BAY MINETTE,AL,36507,BALDWIN,(251) 937-5521,MRSA Bacteremia: Predicted Cases,HAI_5_ELIGCASES,Not Available,0.114,,07/01/2018,06/30/2019,POINT (-87.783318 30.902492)
3676,050030,OROVILLE HOSPITAL,2767 OLIVE HIGHWAY,OROVILLE,CA,95966,BUTTE,(530) 533-8500,Clostridium Difficile (C.Diff): Upper Confidence Limit,HAI_6_CIUPPER,Better than the National Benchmark,0.337,,07/01/2018,06/30/2019,POINT (-121.542106 39.504535)
3677,021305,SEARHC WRANGELL MEDICAL CENTER-CAH,310 BENNETT STREET PO BOX 1081,WRANGELL,AK,99929,WRANGELL CITY AND BOROUGH,(907) 874-7000,Central Line Associated Bloodstream Infection: Number of Device Days,HAI_1_DOPC,Not Available,Not Available,12,07/01/2018,06/30/2019,POINT (-132.376414 56.471646)
3678,050279,HI-DESERT MEDICAL CENTER,6601 WHITE FEATHER ROAD,JOSHUA TREE,CA,92252,SAN BERNARDINO,(760) 366-3711,SSI - Abdominal Hysterectomy: Number of Procedures,HAI_4_DOPC,Not Available,6,,07/01/2018,06/30/2019,POINT (-116.276709 34.132676)
3679,010058,BIBB MEDICAL CENTER,208 PIERSON AVE,CENTREVILLE,AL,35042,BIBB,(205) 926-4881,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,HAI_2_CIUPPER,Not Available,Not Available,13,07/01/2018,06/30/2019,POINT (-87.147865 32.951101)
3680,050641,EAST LOS ANGELES DOCTORS HOSPITAL,4060 WHITTIER BLVD,LOS ANGELES,CA,90023,LOS ANGELES,(323) 268-5514,SSI - Abdominal Hysterectomy: Observed Cases,HAI_4_NUMERATOR,Not Available,0,,07/01/2018,06/30/2019,POINT (-118.184285 34.02393)
3681,050625,CEDARS-SINAI MEDICAL CENTER,8700 BEVERLY BLVD,LOS ANGELES,CA,90048,LOS ANGELES,(310) 423-5000,MRSA Bacteremia: Predicted Cases,HAI_5_ELIGCASES,No Different than National Benchmark,17.622,,07/01/2018,06/30/2019,POINT (-118.380122 34.075496)
3682,050145,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,23625 W R HOLMAN HIGHWAY,MONTEREY,CA,93940,MONTEREY,(831) 624-5311,SSI - Colon Surgery: Predicted Cases,HAI_3_ELIGCASES,Better than the National Benchmark,3.426,,07/01/2018,06/30/2019,
3683,043301,"ARKANSAS CHILDREN'S NORTHWEST, INC",2601 GENE GEORGE BOULEVARD,SPRINGDALE,AR,72762,WASHINGTON,(479) 725-6800,SSI - Colon Surgery: Lower Confidence Limit,HAI_3_CILOWER,Not Available,Not Available,19,07/01/2018,06/30/2019,POINT (-94.192602 36.163325)
3684,010087,USA HEALTH UNIVERSITY HOSPITAL,2451 FILLINGIM STREET,MOBILE,AL,36617,MOBILE,(251) 471-7110,Central Line Associated Bloodstream Infection: Number of Device Days,HAI_1_DOPC,No Different than National Benchmark,7875,,07/01/2018,06/30/2019,POINT (-88.099441 30.708121)
3685,050327,LOMA LINDA UNIVERSITY MEDICAL CENTER,11234 ANDERSON ST,LOMA LINDA,CA,92354,SAN BERNARDINO,(909) 558-4000,Clostridium Difficile (C.Diff): Observed Cases,HAI_6_NUMERATOR,Better than the National Benchmark,61,,07/01/2018,06/30/2019,POINT (-117.261122 34.049482)
3686,050351,TORRANCE MEMORIAL MEDICAL CENTER,3330 LOMITA BLVD,TORRANCE,CA,90509,LOS ANGELES,(310) 325-9110,SSI - Colon Surgery: Observed Cases,HAI_3_NUMERATOR,No Different than National Benchmark,9,,07/01/2018,06/30/2019,POINT (-118.34375 33.812644)
3687,050588,SAN DIMAS COMMUNITY HOSPITAL,1350 W COVINA BLVD,SAN DIMAS,CA,91773,LOS ANGELES,(909) 599-6811,SSI - Colon Surgery: Upper Confidence Limit,HAI_3_CIUPPER,Not Available,Not Available,13,07/01/2018,06/30/2019,POINT (-117.835006 34.099423)
3688,010011,ST. VINCENT'S EAST,50 MEDICAL PARK EAST DRIVE,BIRMINGHAM,AL,35235,JEFFERSON,(205) 838-3122,Catheter Associated Urinary Tract Infections (ICU + select Wards): Predicted Cases,HAI_2_ELIGCASES,No Different than National Benchmark,15.375,,07/01/2018,06/30/2019,POINT (-86.665182 33.595351)
3689,050191,ST MARY MEDICAL CENTER,1050 LINDEN AVE,LONG BEACH,CA,90813,LOS ANGELES,(562) 491-9000,MRSA Bacteremia: Lower Confidence Limit,HAI_5_CILOWER,No Different than National Benchmark,0.218,,07/01/2018,06/30/2019,POINT (-118.186683 33.779954)
3690,050397,COALINGA REGIONAL MEDICAL CENTER,1191 PHELPS AVENUE,COALINGA,CA,93210,FRESNO,(559) 935-6400,Clostridium Difficile (C.Diff): Observed Cases,HAI_6_NUMERATOR,Not Available,Not Available,5,07/01/2018,06/30/2019,POINT (-120.342089 36.151517)
3691,030055,KINGMAN REGIONAL MEDICAL CENTER,3269 STOCKTON HILL ROAD,KINGMAN,AZ,86409,MOHAVE,(928) 757-2101,Catheter Associated Urinary Tract Infections (ICU + select Wards): Predicted Cases,HAI_2_ELIGCASES,No Different than National Benchmark,6.618,,07/01/2018,06/30/2019,POINT (-114.035813 35.219907)
3692,030108,"CORE INSTITUTE SPECIALTY HOSPITAL, THE",6501 NORTH 19TH AVENUE,PHOENIX,AZ,85015,MARICOPA,(602) 795-6020,SSI - Colon Surgery: Upper Confidence Limit,HAI_3_CIUPPER,Not Available,Not Available,12,07/01/2018,06/30/2019,POINT (-112.099614 33.531837)
3693,050129,ST BERNARDINE MEDICAL CENTER,2101 N WATERMAN AVE,SAN BERNARDINO,CA,92404,SAN BERNARDINO,(909) 883-8711,SSI - Abdominal Hysterectomy: Lower Confidence Limit,HAI_4_CILOWER,Not Available,Not Available,13,07/01/2018,06/30/2019,POINT (-117.27876 34.134331)
3694,050077,SCRIPPS MERCY HOSPITAL,4077 5TH AVE,SAN DIEGO,CA,92103,SAN DIEGO,(619) 294-8111,SSI - Colon Surgery: Number of Procedures,HAI_3_DOPC,No Different than National Benchmark,298,,07/01/2018,06/30/2019,POINT (-117.161024 32.751211)
3695,050125,REGIONAL MEDICAL CENTER OF SAN JOSE,225 N JACKSON AVENUE,SAN JOSE,CA,95116,SANTA CLARA,(408) 259-5000,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,HAI_1_CIUPPER,Worse than the National Benchmark,3.481,,07/01/2018,06/30/2019,POINT (-121.848823 37.363787)
3696,050101,SUTTER SOLANO MEDICAL CENTER,300 HOSPITAL DR,VALLEJO,CA,94589,SOLANO,(707) 554-5280,Clostridium Difficile (C.Diff): Patient Days,HAI_6_DOPC,No Different than National Benchmark,20718,,07/01/2018,06/30/2019,POINT (-122.238105 38.130893)
3697,050204,PALMDALE REGIONAL MEDICAL CENTER,38600 MEDICAL CENTER DRIVE,PALMDALE,CA,93552,LOS ANGELES,(661) 382-5000,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,HAI_1_CIUPPER,No Different than National Benchmark,2.571,,07/01/2018,06/30/2019,POINT (-118.14364 34.585688)
3698,050414,MERCY HOSPITAL OF FOLSOM,1650 CREEKSIDE DRIVE,FOLSOM,CA,95630,SACRAMENTO,(916) 983-7400,Clostridium Difficile (C.Diff): Upper Confidence Limit,HAI_6_CIUPPER,No Different than National Benchmark,1.555,,07/01/2018,06/30/2019,POINT (-121.145833 38.671125)
3699,010001,SOUTHEAST ALABAMA MEDICAL CENTER,1108 ROSS CLARK CIRCLE,DOTHAN,AL,36301,HOUSTON,(334) 793-8701,SSI - Abdominal Hysterectomy: Number of Procedures,HAI_4_DOPC,No Different than National Benchmark,229,,07/01/2018,06/30/2019,POINT (-85.361725 31.214058)
3700,040007,CHI-ST VINCENT INFIRMARY,TWO ST VINCENT CIRCLE,LITTLE ROCK,AR,72205,PULASKI,(501) 552-3000,MRSA Bacteremia,HAI_5_SIR,No Different than National Benchmark,0.828,,07/01/2018,06/30/2019,
3701,050528,MEMORIAL HOSPITAL LOS BANOS,520 WEST I ST,LOS BANOS,CA,93635,MERCED,(209) 826-0591,Central Line Associated Bloodstream Infection (ICU + select Wards),HAI_1_SIR,Not Available,Not Available,13,07/01/2018,06/30/2019,POINT (-120.859407 37.063431)
3702,050128,TRI-CITY MEDICAL CENTER,4002 VISTA WAY,OCEANSIDE,CA,92056,SAN DIEGO,(760) 724-8411,Clostridium Difficile (C.Diff): Upper Confidence Limit,HAI_6_CIUPPER,No Different than National Benchmark,1.123,,07/01/2018,06/30/2019,POINT (-117.290918 33.183783)
3703,050290,PROVIDENCE SAINT JOHN'S HEALTH CENTER,2121 SANTA MONICA BLVD,SANTA MONICA,CA,90404,LOS ANGELES,(310) 829-5511,SSI - Abdominal Hysterectomy: Predicted Cases,HAI_4_ELIGCASES,Not Available,0.668,,07/01/2018,06/30/2019,POINT (-118.478305 34.03007)
3704,050481,WEST HILLS HOSPITAL & MEDICAL CENTER,7300 MEDICAL CENTER DR,WEST HILLS,CA,91307,LOS ANGELES,(818) 676-4100,MRSA Bacteremia: Observed Cases,HAI_5_NUMERATOR,No Different than National Benchmark,2,,07/01/2018,06/30/2019,POINT (-118.628598 34.202931)
3705,030088,BANNER BAYWOOD MEDICAL CENTER,6644 EAST BAYWOOD AVENUE,MESA,AZ,85206,MARICOPA,(480) 321-2000,SSI - Colon Surgery: Predicted Cases,HAI_3_ELIGCASES,No Different than National Benchmark,4.782,,07/01/2018,06/30/2019,POINT (-111.688045 33.410465)
3706,050102,"DOCTORS HOSPITAL OF RIVERSIDE, LLC",3865 JACKSON STREET,RIVERSIDE,CA,92503,RIVERSIDE,(951) 688-2211,SSI - Colon Surgery,HAI_3_SIR,No Different than National Benchmark,0.000,,07/01/2018,06/30/2019,POINT (-117.440052 33.925697)
3707,010059,LAWRENCE MEDICAL CENTER,202 HOSPITAL STREET,MOULTON,AL,35650,LAWRENCE,(256) 974-2200,Clostridium Difficile (C.Diff): Upper Confidence Limit,HAI_6_CIUPPER,Not Available,Not Available,13,07/01/2018,06/30/2019,POINT (-87.286019 34.482884)
3708,031314,COBRE VALLEY REGIONAL MEDICAL CENTER,5880 SOUTH HOSPITAL DRIVE,GLOBE,AZ,85501,GILA,(928) 402-1122,SSI - Abdominal Hysterectomy,HAI_4_SIR,Not Available,Not Available,5,07/01/2018,06/30/2019,POINT (-110.826224 33.407206)
3709,050301,ADVENTIST HEALTH UKIAH VALLEY,275 HOSPITAL DRIVE,UKIAH,CA,95482,MENDOCINO,(707) 462-3111,SSI - Abdominal Hysterectomy: Upper Confidence Limit,HAI_4_CIUPPER,Not Available,Not Available,13,07/01/2018,06/30/2019,POINT (-123.2038 39.153019)
3710,031307,PARKER INDIAN HEALTH CENTER,12033 AGENCY ROAD,PARKER,AZ,85344,LAPAZ,(928) 669-2137,MRSA Bacteremia: Lower Confidence Limit,HAI_5_CILOWER,Not Available,Not Available,5,07/01/2018,06/30/2019,POINT (-114.301314 34.146494)
