State,City,Facility ID,Facility Name,Address,ZIP Code,County Name,Phone Number,Measure Name,Measure ID,Compared to National,Score,Footnote,Measure Start Date,Measure End Date,Location
MS,RULEVILLE,251318,NORTH SUNFLOWER MEDICAL CENTER CAH,840 NORTH OAK AVENUE,38771,SUNFLOWER,(662) 756-2711,Catheter Associated Urinary Tract Infections (ICU + select Wards): Number of Urinary Catheter Days,HAI_2_DOPC,Not Available,213.0,3,07/01/2018,06/30/2019,POINT (-90.546823 33.734839)
MN,APPLETON,241341,APPLETON MUNICIPAL HOSPITAL,30 SOUTH BEHL STREET,56208,SWIFT,(320) 289-8508,Central Line Associated Bloodstream Infection (ICU + select Wards): Predicted Cases,HAI_1_ELIGCASES,Not Available,0.013,3,07/01/2018,06/30/2019,POINT (-96.009224 45.199658)
MN,CROSBY,241353,CUYUNA REGIONAL MEDICAL CENTER,320 EAST MAIN STREET,56441,CROW WING,(218) 546-2300,SSI - Abdominal Hysterectomy: Number of Procedures,HAI_4_DOPC,Not Available,35.0,3,07/01/2018,06/30/2019,POINT (-93.94525 46.482408)
MN,THIEF RIVER FALLS,241381,SANFORD MEDICAL CENTER THIEF RIVER FALLS,3001 SANFORD PARKWAY,56701,PENNINGTON,(218) 681-4240,Central Line Associated Bloodstream Infection: Number of Device Days,HAI_1_DOPC,Not Available,125.0,3,07/01/2018,06/30/2019,POINT (-96.197788 48.088654)
MN,MOOSE LAKE,241350,MERCY HOSPITAL,4572 COUNTY ROAD 61,55767,CARLTON,(218) 485-4481,SSI - Colon Surgery: Predicted Cases,HAI_3_ELIGCASES,Not Available,0.074,3,07/01/2018,06/30/2019,POINT (-92.775725 46.442545)
MI,ONTONAGON,231309,ASPIRUS ONTONAGON HOSPITAL INC,601 S SEVENTH ST,49953,ONTONAGON,(906) 884-8000,Clostridium Difficile (C.Diff): Predicted Cases,HAI_6_ELIGCASES,Not Available,0.077,3,07/01/2018,06/30/2019,POINT (-89.302976 46.865635)
MN,REDWOOD FALLS,241351,"CARRIS HEALTH - REDWOOD, LLC",100 FALLWOOD ROAD,56283,REDWOOD,(507) 637-4500,Clostridium Difficile (C.Diff): Patient Days,HAI_6_DOPC,Not Available,770.0,3,07/01/2018,06/30/2019,POINT (-95.107268 44.53703)
MS,HOLLY SPRINGS,250012,ALLIANCE HEALTHCARE SYSTEM,1430 HIGHWAY 4 EAST / P O BOX 6000,38635,MARSHALL,(662) 252-1212,MRSA Bacteremia: Observed Cases,HAI_5_NUMERATOR,Not Available,0.0,3,07/01/2018,06/30/2019,POINT (-89.415027 34.786835)
MS,MAGNOLIA,250049,BEACHAM MEMORIAL HOSPITAL,205 N CHERRY STREET,39652,PIKE,(601) 783-2353,Clostridium Difficile (C.Diff): Predicted Cases,HAI_6_ELIGCASES,Not Available,0.288,3,07/01/2018,06/30/2019,POINT (-90.45929 31.145626)
MO,LAMAR,261325,BARTON COUNTY MEMORIAL HOSPITAL,29 NW 1ST LANE,64759,BARTON,(417) 682-6081,MRSA Bacteremia: Observed Cases,HAI_5_NUMERATOR,Not Available,0.0,3,07/01/2018,06/30/2019,POINT (-94.299482 37.505282)
MS,KOSCIUSKO,251336,BAPTIST MEDICAL CENTER ATTALA,220 HWY 12 WEST,39090,ATTALA,(662) 289-4311,Clostridium Difficile (C.Diff): Predicted Cases,HAI_6_ELIGCASES,Not Available,0.197,3,07/01/2018,06/30/2019,POINT (-89.596721 33.065592)
MN,WINDOM,241332,WINDOM AREA HEALTH,"2150 HOSPITAL DRIVE, PO BOX 339",56101,COTTONWOOD,(507) 831-2400,MRSA Bacteremia: Observed Cases,HAI_5_NUMERATOR,Not Available,0.0,3,07/01/2018,06/30/2019,POINT (-95.113659 43.878587)
MN,MOOSE LAKE,241350,MERCY HOSPITAL,4572 COUNTY ROAD 61,55767,CARLTON,(218) 485-4481,SSI - Colon Surgery: Observed Cases,HAI_3_NUMERATOR,Not Available,0.0,3,07/01/2018,06/30/2019,POINT (-92.775725 46.442545)
MN,BAGLEY,241328,SANFORD BAGLEY MEDICAL CENTER,203 4TH STREET NORTHWEST,56621,CLEARWATER,(218) 694-6501,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,HAI_2_NUMERATOR,Not Available,0.0,3,07/01/2018,06/30/2019,POINT (-95.401676 47.525837)
MS,CHARLESTON,251304,TALLAHATCHIE CRITICAL ACCESS HOSPITAL,201 SOUTH MARKET ST / PO BOX 230,38921,TALLAHATCHIE,(662) 647-5535,MRSA Bacteremia: Patient Days,HAI_5_DOPC,Not Available,2500.0,3,07/01/2018,06/30/2019,POINT (-90.058165 34.005079)
MN,ORTONVILLE,241342,ORTONVILLE AREA HEALTH SERVICES,450 EASTVOLD AVE,56278,BIG STONE,(320) 839-2505,SSI - Colon Surgery: Predicted Cases,HAI_3_ELIGCASES,Not Available,0.028,3,07/01/2018,06/30/2019,POINT (-96.446563 45.314769)
MN,PIPESTONE,241374,PIPESTONE COUNTY  MEDICAL CENTER,916 4TH AVENUE SOUTHWEST,56164,PIPESTONE,(507) 825-5811,Clostridium Difficile (C.Diff): Predicted Cases,HAI_6_ELIGCASES,Not Available,0.071,3,07/01/2018,06/30/2019,POINT (-96.322107 43.991082)
MN,MARSHALL,241359,AVERA MARSHALL REGIONAL MEDICAL CTR,300 SOUTH BRUCE STREET,56258,LYON,(507) 532-9661,Central Line Associated Bloodstream Infection: Number of Device Days,HAI_1_DOPC,Not Available,3.0,3,07/01/2018,06/30/2019,POINT (-95.776185 44.447634)
MT,DILLON,271318,BARRETT HOSPITAL & HEALTHCARE,600 MT HWY 91 S,59725,BEAVERHEAD,(406) 683-3000,Central Line Associated Bloodstream Infection (ICU + select Wards): Predicted Cases,HAI_1_ELIGCASES,Not Available,0.023,3,07/01/2018,06/30/2019,POINT (-112.646003 45.200654)
MN,WHEATON,241304,SANFORD WHEATON MEDICAL CENTER,401 12TH STREET NORTH,56296,TRAVERSE,(320) 563-8226,Catheter Associated Urinary Tract Infections (ICU + select Wards): Number of Urinary Catheter Days,HAI_2_DOPC,Not Available,34.0,3,07/01/2018,06/30/2019,POINT (-96.500504 45.80901)
MN,APPLETON,241341,APPLETON MUNICIPAL HOSPITAL,30 SOUTH BEHL STREET,56208,SWIFT,(320) 289-8508,Central Line Associated Bloodstream Infection: Number of Device Days,HAI_1_DOPC,Not Available,50.0,3,07/01/2018,06/30/2019,POINT (-96.009224 45.199658)
MN,ELBOW LAKE,241379,PRAIRIE RIDGE HOSPITAL AND HEALTH SERVICES,1411 HIGHWAY 79 E,56531,GRANT,(218) 685-7300,MRSA Bacteremia: Patient Days,HAI_5_DOPC,Not Available,321.0,3,07/01/2018,06/30/2019,POINT (-95.957777 45.992223)
MS,RALEIGH,250163,PATIENTS CHOICE MEDICAL CENTER,347 MAGNOLIA DRIVE,39153,SMITH,(601) 782-9997,Clostridium Difficile (C.Diff): Observed Cases,HAI_6_NUMERATOR,Not Available,0.0,3,07/01/2018,06/30/2019,POINT (-89.520667 32.000998)
MI,ONTONAGON,231309,ASPIRUS ONTONAGON HOSPITAL INC,601 S SEVENTH ST,49953,ONTONAGON,(906) 884-8000,Clostridium Difficile (C.Diff): Patient Days,HAI_6_DOPC,Not Available,346.0,3,07/01/2018,06/30/2019,POINT (-89.302976 46.865635)
MN,NEW PRAGUE,241361,MAYO CLINIC HEALTH SYSTEM-NEW PRAGUE,301 2ND STREET NORTHEAST,56071,SCOTT,(952) 758-4431,Clostridium Difficile (C.Diff): Patient Days,HAI_6_DOPC,No Different than National Benchmark,2857.0,3,07/01/2018,06/30/2019,POINT (-93.574903 44.545926)
MN,WHEATON,241304,SANFORD WHEATON MEDICAL CENTER,401 12TH STREET NORTH,56296,TRAVERSE,(320) 563-8226,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,HAI_1_NUMERATOR,Not Available,0.0,3,07/01/2018,06/30/2019,POINT (-96.500504 45.80901)
MN,BLUE EARTH,241369,UNITED HOSPITAL DISTRICT,"515 SOUTH MOORE STREET, PO BOX 160",56013,FARIBAULT,(507) 526-3273,MRSA Bacteremia: Observed Cases,HAI_5_NUMERATOR,Not Available,0.0,3,07/01/2018,06/30/2019,POINT (-94.100884 43.63429)
MN,PERHAM,241373,PERHAM HEALTH,1000 CONEY STREET WEST,56573,OTTER TAIL,(218) 347-1301,Central Line Associated Bloodstream Infection (ICU + select Wards): Predicted Cases,HAI_1_ELIGCASES,Not Available,0.02,3,07/01/2018,06/30/2019,POINT (-95.595165 46.592685)
MN,BLUE EARTH,241369,UNITED HOSPITAL DISTRICT,"515 SOUTH MOORE STREET, PO BOX 160",56013,FARIBAULT,(507) 526-3273,SSI - Abdominal Hysterectomy: Number of Procedures,HAI_4_DOPC,Not Available,1.0,3,07/01/2018,06/30/2019,POINT (-94.100884 43.63429)
MO,BETHANY,261312,HARRISON COUNTY COMMUNITY HOSPITAL,2600 MILLER STREET,64424,HARRISON,(660) 425-0284,MRSA Bacteremia: Patient Days,HAI_5_DOPC,Not Available,72.0,3,07/01/2018,06/30/2019,POINT (-94.026145 40.265292)
MN,CROSBY,241353,CUYUNA REGIONAL MEDICAL CENTER,320 EAST MAIN STREET,56441,CROW WING,(218) 546-2300,SSI - Colon Surgery: Predicted Cases,HAI_3_ELIGCASES,Not Available,0.427,3,07/01/2018,06/30/2019,POINT (-93.94525 46.482408)
MN,APPLETON,241341,APPLETON MUNICIPAL HOSPITAL,30 SOUTH BEHL STREET,56208,SWIFT,(320) 289-8508,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,HAI_2_NUMERATOR,Not Available,0.0,3,07/01/2018,06/30/2019,POINT (-96.009224 45.199658)
MN,BLUE EARTH,241369,UNITED HOSPITAL DISTRICT,"515 SOUTH MOORE STREET, PO BOX 160",56013,FARIBAULT,(507) 526-3273,Clostridium Difficile (C.Diff): Predicted Cases,HAI_6_ELIGCASES,Not Available,0.0,3,07/01/2018,06/30/2019,POINT (-94.100884 43.63429)
MN,BENSON,241365,SWIFT COUNTY BENSON HOSPITAL,1815 WISCONSIN AVENUE,56215,SWIFT,(320) 843-4232,Catheter Associated Urinary Tract Infections (ICU + select Wards): Predicted Cases,HAI_2_ELIGCASES,Not Available,0.016,3,07/01/2018,06/30/2019,POINT (-95.608952 45.314757)
MS,RULEVILLE,251318,NORTH SUNFLOWER MEDICAL CENTER CAH,840 NORTH OAK AVENUE,38771,SUNFLOWER,(662) 756-2711,Clostridium Difficile (C.Diff): Observed Cases,HAI_6_NUMERATOR,Not Available,0.0,3,07/01/2018,06/30/2019,POINT (-90.546823 33.734839)
MN,ROSEAU,241344,LIFECARE MEDICAL CENTER,715 DELMORE DRIVE,56751,ROSEAU,(218) 463-2500,MRSA Bacteremia: Patient Days,HAI_5_DOPC,Not Available,248.0,3,07/01/2018,06/30/2019,POINT (-95.759947 48.839822)
MN,BAGLEY,241328,SANFORD BAGLEY MEDICAL CENTER,203 4TH STREET NORTHWEST,56621,CLEARWATER,(218) 694-6501,Clostridium Difficile (C.Diff): Observed Cases,HAI_6_NUMERATOR,Not Available,0.0,3,07/01/2018,06/30/2019,POINT (-95.401676 47.525837)
MN,MOOSE LAKE,241350,MERCY HOSPITAL,4572 COUNTY ROAD 61,55767,CARLTON,(218) 485-4481,SSI - Abdominal Hysterectomy: Predicted Cases,HAI_4_ELIGCASES,Not Available,0.041,3,07/01/2018,06/30/2019,POINT (-92.775725 46.442545)
MN,NEW PRAGUE,241361,MAYO CLINIC HEALTH SYSTEM-NEW PRAGUE,301 2ND STREET NORTHEAST,56071,SCOTT,(952) 758-4431,Clostridium Difficile (C.Diff): Predicted Cases,HAI_6_ELIGCASES,No Different than National Benchmark,1.086,3,07/01/2018,06/30/2019,POINT (-93.574903 44.545926)
MN,ADA,241313,ESSENTIA HEALTH ADA,201 9TH STREET WEST,56510,NORMAN,(218) 784-5000,Catheter Associated Urinary Tract Infections (ICU + select Wards): Number of Urinary Catheter Days,HAI_2_DOPC,Not Available,2.0,3,07/01/2018,06/30/2019,POINT (-96.53019 47.296091)
MS,KOSCIUSKO,251336,BAPTIST MEDICAL CENTER ATTALA,220 HWY 12 WEST,39090,ATTALA,(662) 289-4311,Clostridium Difficile (C.Diff): Observed Cases,HAI_6_NUMERATOR,Not Available,0.0,3,07/01/2018,06/30/2019,POINT (-89.596721 33.065592)
MN,INTERNATIONAL FALLS,241322,RAINY LAKE MEDICAL CENTER,1400 HIGHWAY 71,56649,KOOCHICHING,(218) 283-4481,MRSA Bacteremia: Patient Days,HAI_5_DOPC,Not Available,3694.0,3,07/01/2018,06/30/2019,POINT (-93.430774 48.593984)
MS,CHARLESTON,251304,TALLAHATCHIE CRITICAL ACCESS HOSPITAL,201 SOUTH MARKET ST / PO BOX 230,38921,TALLAHATCHIE,(662) 647-5535,MRSA Bacteremia: Predicted Cases,HAI_5_ELIGCASES,Not Available,0.052,3,07/01/2018,06/30/2019,POINT (-90.058165 34.005079)
MO,LAMAR,261325,BARTON COUNTY MEMORIAL HOSPITAL,29 NW 1ST LANE,64759,BARTON,(417) 682-6081,Clostridium Difficile (C.Diff): Predicted Cases,HAI_6_ELIGCASES,Not Available,0.366,3,07/01/2018,06/30/2019,POINT (-94.299482 37.505282)
MN,BLUE EARTH,241369,UNITED HOSPITAL DISTRICT,"515 SOUTH MOORE STREET, PO BOX 160",56013,FARIBAULT,(507) 526-3273,SSI - Colon Surgery: Observed Cases,HAI_3_NUMERATOR,Not Available,0.0,3,07/01/2018,06/30/2019,POINT (-94.100884 43.63429)
MS,MAGNOLIA,250049,BEACHAM MEMORIAL HOSPITAL,205 N CHERRY STREET,39652,PIKE,(601) 783-2353,Clostridium Difficile (C.Diff): Observed Cases,HAI_6_NUMERATOR,Not Available,0.0,3,07/01/2018,06/30/2019,POINT (-90.45929 31.145626)
MS,RALEIGH,250163,PATIENTS CHOICE MEDICAL CENTER,347 MAGNOLIA DRIVE,39153,SMITH,(601) 782-9997,MRSA Bacteremia: Patient Days,HAI_5_DOPC,Not Available,0.0,3,07/01/2018,06/30/2019,POINT (-89.520667 32.000998)
MT,DILLON,271318,BARRETT HOSPITAL & HEALTHCARE,600 MT HWY 91 S,59725,BEAVERHEAD,(406) 683-3000,SSI - Colon Surgery: Number of Procedures,HAI_3_DOPC,Not Available,2.0,3,07/01/2018,06/30/2019,POINT (-112.646003 45.200654)
MN,BAGLEY,241328,SANFORD BAGLEY MEDICAL CENTER,203 4TH STREET NORTHWEST,56621,CLEARWATER,(218) 694-6501,MRSA Bacteremia: Predicted Cases,HAI_5_ELIGCASES,Not Available,0.018,3,07/01/2018,06/30/2019,POINT (-95.401676 47.525837)
MS,HOLLY SPRINGS,250012,ALLIANCE HEALTHCARE SYSTEM,1430 HIGHWAY 4 EAST / P O BOX 6000,38635,MARSHALL,(662) 252-1212,Clostridium Difficile (C.Diff): Predicted Cases,HAI_6_ELIGCASES,Not Available,0.204,3,07/01/2018,06/30/2019,POINT (-89.415027 34.786835)
MN,PIPESTONE,241374,PIPESTONE COUNTY  MEDICAL CENTER,916 4TH AVENUE SOUTHWEST,56164,PIPESTONE,(507) 825-5811,Clostridium Difficile (C.Diff): Observed Cases,HAI_6_NUMERATOR,Not Available,0.0,3,07/01/2018,06/30/2019,POINT (-96.322107 43.991082)
MN,WABASHA,241335,ST ELIZABETH MEDICAL CENTER,1200 GRANT BLVD W,55981,WABASHA,(651) 565-4531,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,HAI_1_NUMERATOR,Not Available,0.0,3,07/01/2018,06/30/2019,POINT (-92.04914 44.386416)
MN,MONTEVIDEO,241325,CHIPPEWA COUNTY HOSPITAL,824 NORTH 11TH STREET,56265,CHIPPEWA,(320) 269-8877,Catheter Associated Urinary Tract Infections (ICU + select Wards): Number of Urinary Catheter Days,HAI_2_DOPC,Not Available,76.0,3,07/01/2018,06/30/2019,POINT (-95.713586 44.953989)
MN,CLOQUET,241364,COMMUNITY MEMORIAL HOSPITAL,512 SKYLINE BOULEVARD,55720,CARLTON,(218) 879-4641,Clostridium Difficile (C.Diff): Predicted Cases,HAI_6_ELIGCASES,Not Available,0.477,3,07/01/2018,06/30/2019,POINT (-92.462459 46.731844)
MO,BETHANY,261312,HARRISON COUNTY COMMUNITY HOSPITAL,2600 MILLER STREET,64424,HARRISON,(660) 425-0284,Clostridium Difficile (C.Diff): Patient Days,HAI_6_DOPC,Not Available,72.0,3,07/01/2018,06/30/2019,POINT (-94.026145 40.265292)
MN,BLUE EARTH,241369,UNITED HOSPITAL DISTRICT,"515 SOUTH MOORE STREET, PO BOX 160",56013,FARIBAULT,(507) 526-3273,SSI - Colon Surgery: Number of Procedures,HAI_3_DOPC,Not Available,4.0,3,07/01/2018,06/30/2019,POINT (-94.100884 43.63429)
MT,DILLON,271318,BARRETT HOSPITAL & HEALTHCARE,600 MT HWY 91 S,59725,BEAVERHEAD,(406) 683-3000,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,HAI_1_NUMERATOR,Not Available,0.0,3,07/01/2018,06/30/2019,POINT (-112.646003 45.200654)
MN,THIEF RIVER FALLS,241381,SANFORD MEDICAL CENTER THIEF RIVER FALLS,3001 SANFORD PARKWAY,56701,PENNINGTON,(218) 681-4240,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,HAI_1_NUMERATOR,Not Available,0.0,3,07/01/2018,06/30/2019,POINT (-96.197788 48.088654)
MN,BLUE EARTH,241369,UNITED HOSPITAL DISTRICT,"515 SOUTH MOORE STREET, PO BOX 160",56013,FARIBAULT,(507) 526-3273,Clostridium Difficile (C.Diff): Patient Days,HAI_6_DOPC,Not Available,0.0,3,07/01/2018,06/30/2019,POINT (-94.100884 43.63429)
MN,TRACY,241303,SANFORD TRACY,251 FIFTH STREET EAST,56175,LYON,(507) 629-8400,MRSA Bacteremia: Patient Days,HAI_5_DOPC,Not Available,195.0,3,07/01/2018,06/30/2019,POINT (-95.60675 44.232237)
MN,WABASHA,241335,ST ELIZABETH MEDICAL CENTER,1200 GRANT BLVD W,55981,WABASHA,(651) 565-4531,Catheter Associated Urinary Tract Infections (ICU + select Wards): Number of Urinary Catheter Days,HAI_2_DOPC,Not Available,16.0,3,07/01/2018,06/30/2019,POINT (-92.04914 44.386416)
MN,WHEATON,241304,SANFORD WHEATON MEDICAL CENTER,401 12TH STREET NORTH,56296,TRAVERSE,(320) 563-8226,Catheter Associated Urinary Tract Infections (ICU + select Wards): Predicted Cases,HAI_2_ELIGCASES,Not Available,0.022,3,07/01/2018,06/30/2019,POINT (-96.500504 45.80901)
MN,THIEF RIVER FALLS,241381,SANFORD MEDICAL CENTER THIEF RIVER FALLS,3001 SANFORD PARKWAY,56701,PENNINGTON,(218) 681-4240,MRSA Bacteremia: Patient Days,HAI_5_DOPC,Not Available,1088.0,3,07/01/2018,06/30/2019,POINT (-96.197788 48.088654)
MS,MAGNOLIA,250049,BEACHAM MEMORIAL HOSPITAL,205 N CHERRY STREET,39652,PIKE,(601) 783-2353,MRSA Bacteremia: Predicted Cases,HAI_5_ELIGCASES,Not Available,0.035,3,07/01/2018,06/30/2019,POINT (-90.45929 31.145626)
MS,KOSCIUSKO,251336,BAPTIST MEDICAL CENTER ATTALA,220 HWY 12 WEST,39090,ATTALA,(662) 289-4311,MRSA Bacteremia: Observed Cases,HAI_5_NUMERATOR,Not Available,0.0,3,07/01/2018,06/30/2019,POINT (-89.596721 33.065592)
MN,REDWOOD FALLS,241351,"CARRIS HEALTH - REDWOOD, LLC",100 FALLWOOD ROAD,56283,REDWOOD,(507) 637-4500,Clostridium Difficile (C.Diff): Observed Cases,HAI_6_NUMERATOR,Not Available,0.0,3,07/01/2018,06/30/2019,POINT (-95.107268 44.53703)
MO,LAMAR,261325,BARTON COUNTY MEMORIAL HOSPITAL,29 NW 1ST LANE,64759,BARTON,(417) 682-6081,Clostridium Difficile (C.Diff): Observed Cases,HAI_6_NUMERATOR,Not Available,0.0,3,07/01/2018,06/30/2019,POINT (-94.299482 37.505282)
MN,BAGLEY,241328,SANFORD BAGLEY MEDICAL CENTER,203 4TH STREET NORTHWEST,56621,CLEARWATER,(218) 694-6501,Clostridium Difficile (C.Diff): Predicted Cases,HAI_6_ELIGCASES,Not Available,0.267,3,07/01/2018,06/30/2019,POINT (-95.401676 47.525837)
MN,ORTONVILLE,241342,ORTONVILLE AREA HEALTH SERVICES,450 EASTVOLD AVE,56278,BIG STONE,(320) 839-2505,SSI - Colon Surgery: Number of Procedures,HAI_3_DOPC,Not Available,1.0,3,07/01/2018,06/30/2019,POINT (-96.446563 45.314769)
MN,ELBOW LAKE,241379,PRAIRIE RIDGE HOSPITAL AND HEALTH SERVICES,1411 HIGHWAY 79 E,56531,GRANT,(218) 685-7300,Clostridium Difficile (C.Diff): Observed Cases,HAI_6_NUMERATOR,Not Available,0.0,3,07/01/2018,06/30/2019,POINT (-95.957777 45.992223)
MN,BENSON,241365,SWIFT COUNTY BENSON HOSPITAL,1815 WISCONSIN AVENUE,56215,SWIFT,(320) 843-4232,Catheter Associated Urinary Tract Infections (ICU + select Wards): Number of Urinary Catheter Days,HAI_2_DOPC,Not Available,24.0,3,07/01/2018,06/30/2019,POINT (-95.608952 45.314757)
MN,PERHAM,241373,PERHAM HEALTH,1000 CONEY STREET WEST,56573,OTTER TAIL,(218) 347-1301,Central Line Associated Bloodstream Infection: Number of Device Days,HAI_1_DOPC,Not Available,73.0,3,07/01/2018,06/30/2019,POINT (-95.595165 46.592685)
MN,ELBOW LAKE,241379,PRAIRIE RIDGE HOSPITAL AND HEALTH SERVICES,1411 HIGHWAY 79 E,56531,GRANT,(218) 685-7300,MRSA Bacteremia: Predicted Cases,HAI_5_ELIGCASES,Not Available,0.007,3,07/01/2018,06/30/2019,POINT (-95.957777 45.992223)
MN,MOOSE LAKE,241350,MERCY HOSPITAL,4572 COUNTY ROAD 61,55767,CARLTON,(218) 485-4481,SSI - Abdominal Hysterectomy: Number of Procedures,HAI_4_DOPC,Not Available,5.0,3,07/01/2018,06/30/2019,POINT (-92.775725 46.442545)
MS,RULEVILLE,251318,NORTH SUNFLOWER MEDICAL CENTER CAH,840 NORTH OAK AVENUE,38771,SUNFLOWER,(662) 756-2711,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,HAI_2_NUMERATOR,Not Available,0.0,3,07/01/2018,06/30/2019,POINT (-90.546823 33.734839)
MN,INTERNATIONAL FALLS,241322,RAINY LAKE MEDICAL CENTER,1400 HIGHWAY 71,56649,KOOCHICHING,(218) 283-4481,MRSA Bacteremia: Predicted Cases,HAI_5_ELIGCASES,Not Available,0.077,3,07/01/2018,06/30/2019,POINT (-93.430774 48.593984)
MN,WABASHA,241335,ST ELIZABETH MEDICAL CENTER,1200 GRANT BLVD W,55981,WABASHA,(651) 565-4531,Central Line Associated Bloodstream Infection: Number of Device Days,HAI_1_DOPC,Not Available,3.0,3,07/01/2018,06/30/2019,POINT (-92.04914 44.386416)
MS,HOLLY SPRINGS,250012,ALLIANCE HEALTHCARE SYSTEM,1430 HIGHWAY 4 EAST / P O BOX 6000,38635,MARSHALL,(662) 252-1212,Clostridium Difficile (C.Diff): Observed Cases,HAI_6_NUMERATOR,Not Available,0.0,3,07/01/2018,06/30/2019,POINT (-89.415027 34.786835)
MN,WINDOM,241332,WINDOM AREA HEALTH,"2150 HOSPITAL DRIVE, PO BOX 339",56101,COTTONWOOD,(507) 831-2400,MRSA Bacteremia: Predicted Cases,HAI_5_ELIGCASES,Not Available,0.002,3,07/01/2018,06/30/2019,POINT (-95.113659 43.878587)
MN,BAGLEY,241328,SANFORD BAGLEY MEDICAL CENTER,203 4TH STREET NORTHWEST,56621,CLEARWATER,(218) 694-6501,MRSA Bacteremia: Observed Cases,HAI_5_NUMERATOR,Not Available,0.0,3,07/01/2018,06/30/2019,POINT (-95.401676 47.525837)
MN,CLOQUET,241364,COMMUNITY MEMORIAL HOSPITAL,512 SKYLINE BOULEVARD,55720,CARLTON,(218) 879-4641,Clostridium Difficile (C.Diff): Observed Cases,HAI_6_NUMERATOR,Not Available,0.0,3,07/01/2018,06/30/2019,POINT (-92.462459 46.731844)
MN,WHEATON,241304,SANFORD WHEATON MEDICAL CENTER,401 12TH STREET NORTH,56296,TRAVERSE,(320) 563-8226,Central Line Associated Bloodstream Infection: Number of Device Days,HAI_1_DOPC,Not Available,110.0,3,07/01/2018,06/30/2019,POINT (-96.500504 45.80901)
MN,BLUE EARTH,241369,UNITED HOSPITAL DISTRICT,"515 SOUTH MOORE STREET, PO BOX 160",56013,FARIBAULT,(507) 526-3273,SSI - Colon Surgery: Predicted Cases,HAI_3_ELIGCASES,Not Available,0.102,3,07/01/2018,06/30/2019,POINT (-94.100884 43.63429)
MS,CHARLESTON,251304,TALLAHATCHIE CRITICAL ACCESS HOSPITAL,201 SOUTH MARKET ST / PO BOX 230,38921,TALLAHATCHIE,(662) 647-5535,MRSA Bacteremia: Observed Cases,HAI_5_NUMERATOR,Not Available,0.0,3,07/01/2018,06/30/2019,POINT (-90.058165 34.005079)
MN,MARSHALL,241359,AVERA MARSHALL REGIONAL MEDICAL CTR,300 SOUTH BRUCE STREET,56258,LYON,(507) 532-9661,Central Line Associated Bloodstream Infection (ICU + select Wards): Predicted Cases,HAI_1_ELIGCASES,Not Available,0.001,3,07/01/2018,06/30/2019,POINT (-95.776185 44.447634)
MN,CROSBY,241353,CUYUNA REGIONAL MEDICAL CENTER,320 EAST MAIN STREET,56441,CROW WING,(218) 546-2300,SSI - Abdominal Hysterectomy: Observed Cases,HAI_4_NUMERATOR,Not Available,0.0,3,07/01/2018,06/30/2019,POINT (-93.94525 46.482408)
MN,NEW PRAGUE,241361,MAYO CLINIC HEALTH SYSTEM-NEW PRAGUE,301 2ND STREET NORTHEAST,56071,SCOTT,(952) 758-4431,Clostridium Difficile (C.Diff): Observed Cases,HAI_6_NUMERATOR,No Different than National Benchmark,0.0,3,07/01/2018,06/30/2019,POINT (-93.574903 44.545926)
MT,DILLON,271318,BARRETT HOSPITAL & HEALTHCARE,600 MT HWY 91 S,59725,BEAVERHEAD,(406) 683-3000,Catheter Associated Urinary Tract Infections (ICU + select Wards): Number of Urinary Catheter Days,HAI_2_DOPC,Not Available,230.0,3,07/01/2018,06/30/2019,POINT (-112.646003 45.200654)
NE,SEWARD,281339,MEMORIAL HEALTH CARE SYSTEMS,300 NORTH COLUMBIA AVE,68434,SEWARD,(402) 643-2971,MRSA Bacteremia: Patient Days,HAI_5_DOPC,Not Available,1858.0,3,07/01/2018,06/30/2019,POINT (-97.091916 40.909217)
NC,LINVILLE,341323,CHARLES A CANNON JR MEMORIAL HOSPITAL,434 HOSPITAL DRIVE,28646,AVERY,(828) 737-7000,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,HAI_2_NUMERATOR,Not Available,1.0,3,07/01/2018,06/30/2019,POINT (-81.885678 36.06748)
NV,MESQUITE,291307,MESA VIEW REGIONAL HOSPITAL,1299 BERTHA HOWE AVENUE,89027,CLARK,(702) 346-8040,Clostridium Difficile (C.Diff): Patient Days,HAI_6_DOPC,Not Available,1300.0,3,07/01/2018,06/30/2019,POINT (-114.114456 36.808859)
NV,LAS VEGAS,290056,ORTHOPEDIC SPECIALTY HOSPITAL OF NEVADA,8656 WEST PATRICK LANE,89148,CLARK,(702) 777-7100,Clostridium Difficile (C.Diff): Predicted Cases,HAI_6_ELIGCASES,No Different than National Benchmark,1.1,3,07/01/2018,06/30/2019,POINT (-115.281036 36.077811)
