row.names,pclass,survived,name,age,embarked,home.dest,room,ticket,boat,sex
429,2nd,1,"Harper, Miss Nina",6,Southampton,"Denmark Hill, Surrey / Chicago",,,11,female
306,1st,0,"Harrington, Mr Charles",,Southampton,,,,,male
870,3rd,1,"Honkanen, Miss Eluna",,,,,,,female
937,3rd,0,"Klasen, Miss Gertrud Emilia",,,,,,,female
15,1st,0,"Baumann, Mr John D.",,Southampton,"New York, NY",,,,male
1151,3rd,0,"Rintamaki, Mr Matti",,,,,,,male
124,1st,1,"Graham, Mrs William Thompson (Edith Junkins)",58,Southampton,"Greenwich, CT",C-91,17582 L153 9s 3d,3,female
1170,3rd,0,"Sadowitz, Mr Harry",,,,,,,male
129,1st,1,"Harder, Mrs George Achilles (Dorothy Annan)",21,Cherbourg,"Brooklyn, NY",,,5,female
899,3rd,0,"Johnston, Mr Andrew G.",,,,,,,male
617,3rd,1,"Aks, Master Philip",0.8333,Southampton,"London, England Norfolk, VA",,392091,11,male
